unit_id,manufacturer,tag,官网仪器详情页,仪器名称,仪器参数,仪器照片url,仪器详情,抓取状态
791,Advantest,源表,https://www.avalontest.com/advantest-r6246-dc-voltage-current-source-2,Advantest R6245 直流电压/电流源监测器,类型: 四象限源表; 电压源: ±100V; 电流源: ±1A; 测量: 高精度DC电压/电流; 接口: GPIB(IEEE-488); 应用: 半导体I-V特性测试,https://www.avalontest.com/images/advantest-r6245.jpg,Advantest R6245是精密直流电压/电流源监测器(源表)，支持四象限工作模式可同时输出和测量电压电流，电压范围±100V、电流范围±1A，具备GPIB远程控制接口，广泛用于半导体器件特性表征和材料研究。,ok
792,Advantest,源表,https://www.avalontest.com/advantest-r6246-dc-voltage-current-source-2,Advantest R6246 双通道直流电压/电流源监测器,通道: 2通道同步; 电压源: ±220V; 电流源: ±2A; 分辨率: 1mV/100pA; 接口: GPIB; 控制: PyMeasure/Python支持; 应用: 半导体双通道I-V测试,https://www.avalontest.com/images/advantest-r6246.jpg,Advantest R6246是双通道精密直流电压/电流源监测器，支持两通道同步发生和测量，电压范围±220V、电流范围±2A，分辨率达1mV和100pA级别，通过GPIB接口实现自动化控制，支持PyMeasure Python驱动。,ok
793,Agilent,信号发生器,https://www.keysight.com/us/en/assets/7018-05928/data-sheets/5992-2572.pdf,Agilent/Keysight 33500系列 Trueform波形发生器,频率: 最高30MHz正弦/方波; 采样率: 250MS/s; 分辨率: 16bit; 抖动: <40ps; THD: <0.04%; 输出: 1mVpp-10Vpp; 存储: 1MSa(可选16MSa); 接口: LAN(LXI)/USB/GPIB可选,https://www.keysight.com/content/dam/keysight/en/img/prd/signal-generators/33500b.png,Agilent/Keysight 33500系列采用独有Trueform技术的波形发生器，最高30MHz正弦波输出和250MS/s采样率，16位分辨率，抖动低于40ps，支持函数发生和任意波形生成，内置17种波形，可升级带宽和存储容量。,ok
794,Agilent,信号发生器,https://www.transcat.com/media/pdf/33521A.pdf,Agilent/Keysight 33521A 函数/任意波形发生器,频率: 1µHz-30MHz; 通道: 1; 采样率: 250MS/s; 分辨率: 16bit; 抖动: <40ps; THD: <0.04%; 存储: 1MSa(可选16MSa); 接口: USB/LAN(LXI-C)/GPIB可选; 调制输入: ±5V,https://www.keysight.com/content/dam/keysight/en/img/prd/signal-generators/33521a.png,Agilent/Keysight 33521A是30MHz单通道函数/任意波形发生器，采用Trueform技术实现业界最低40ps抖动和0.04%总谐波失真，250MS/s逐点任意波形输出，TCXO标准时基可选OCXO超高稳定度，支持双音DTMF信号生成。,ok
795,Agilent,数字万用表,https://www.keysight.com/us/en/product/34450A/digital-multimeter-5-5-digit-oled-display.html,Agilent/Keysight 34450A 5.5位数字万用表,位数: 5.5位; DCV精度: 0.015%; 速度: 190读数/秒; 功能: 11种(DCV/ACV/DCI/ACI/2线4线电阻/频率/通断/二极管/电容/温度); 存储: 50000点; 接口: USB/RS-232/GPIB可选; 显示: OLED,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/prd/dmms/specialty/34450A_1600X900.png,Keysight 34450A是5.5位台式数字万用表，具备0.015%直流电压精度和190读数/秒高速测量，OLED高对比度显示，支持11种测量功能和50000点数据记录，USB和RS-232标准配置，兼容BenchVue软件实现远程控制。,ok
796,Agilent,LCR表,https://www.keysight.com/us/en/product/4284A/precision-lcr-meter-20-hz-to-1-mhz.html,Agilent/Keysight 4284A 精密LCR表,频率: 20Hz-1MHz(8610点可选); 基本精度: 0.05%; 分辨率: 6位; 阻抗范围: 0.01mΩ-99.9MΩ; 参数: 20种阻抗参数; 信号电平: 恒压/恒流; 直流偏置: 最高40A(外部); 接口: GPIB,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/migrated/scene7/products/wn/PROD-1000000874.epsg.pro-01,Agilent/Keysight 4284A是20Hz至1MHz精密LCR表，基本精度0.05%配合6位分辨率，支持20种阻抗参数测量和8610个频率点，恒压恒流测试信号可模拟实际工作条件，广泛用于元器件测试和材料表征。,ok
797,Agilent,阻抗分析仪,https://www.keysight.com/us/en/product/4294A/precision-impedance-analyzer-40-hz-to-110-mhz.html,Agilent/Keysight 4294A 精密阻抗分析仪,频率: 40Hz-110MHz(1mHz分辨率); 基本精度: ±0.08%; 阻抗范围: 3mΩ-500MΩ; 测量速度: 3ms/点(f>500kHz); 信号电平: 5mV-1Vrms; 直流偏置: ±40V/±100mA; 功耗: 300VA,https://www.keysight.com/content/dam/keysight/en/img/prd/scopes-analyzers-meters/4294a.png,Agilent/Keysight 4294A是40Hz至110MHz精密阻抗分析仪，基本精度±0.08%，阻抗范围3mΩ至500MΩ，宽信号电平范围可模拟实际工作条件，高Q低D测量精度出色，适用于电子元器件设计验证和材料研究。,ok
798,Agilent,信号发生器,https://www.keysight.com/us/en/product/N5183B/mxg-x-series-microwave-analog-signal-generator-9-khz-to-40-ghz.html,Agilent/Keysight 8257D PSG模拟信号发生器,频率: 100kHz-20GHz(可选至67GHz); 频率分辨率: 0.001Hz; 输出功率: 最高+27dBm; 电平精度: ±0.5dB; 相位噪声: -116dBc/Hz@10GHz/10kHz偏移; 调制: AM/FM/ΦM/脉冲; 接口: GPIB/LAN/USB,https://www.keysight.com/content/dam/keysight/en/img/prd/signal-generators/8257d.png,Agilent/Keysight 8257D是PSG系列高性能模拟信号发生器，频率覆盖100kHz至20GHz(可扩展至67GHz)，输出功率最高+27dBm，具备业界领先的低相位噪声性能，支持AM/FM/脉冲调制，适用于高端射频和微波测试。,ok
799,Agilent,网络分析仪,https://www.keysight.com/us/en/product/8722ES/vector-network-analyzer.html,Agilent/Keysight 8722ES 矢量网络分析仪,频率: 50MHz-40GHz; 端口: 2端口S参数; 动态范围: >100dB; 频率分辨率: 1Hz; 点数: 最多1601; 输出功率: -65至+10dBm; IF带宽: 10Hz-30kHz; 连接器: 2.4mm; 显示: 彩色CRT,https://www.keysight.com/content/dam/keysight/en/img/prd/network-analyzers/8722es.png,Agilent/Keysight 8722ES是50MHz至40GHz矢量网络分析仪，集成综合源和S参数测试集，动态范围超过100dB，支持时域分析选项，2.4mm连接器兼容K连接器，GPIB远程控制，广泛用于射频微波器件和网络测试。,ok
800,Agilent,皮安表,https://www.keysight.com/us/en/product/B2981A/femto-picoammeter.html,Keysight B2981A 飞安/皮安电流计,电流范围: 0.01fA-20mA; 分辨率: 0.01fA(10aA); 位数: 6.5位; 内置电压源: ±1000V; 输入阻抗: >200TΩ; 接口: USB/GPIB/LAN(LXI); 电池供电: 可选(降低噪底); 显示: 彩色图形(直方图/趋势),https://www.keysight.com/content/dam/keysight/en/img/prd/source-measure/b2981a.png,Keysight B2981A是高精度飞安/皮安电流计，测量范围0.01fA至20mA，6.5位分辨率，内置±1000V电压源可直接偏置被测器件，支持电池供电降低噪声底，彩色图形显示支持直方图和趋势图分析，适用于半导体泄漏电流和绝缘电阻测试。,ok
801,Agilent,皮安表,https://www.keysight.com/us/en/product/B2983B/picoammeter.html,Keysight B2983B 皮安表/飞安表,最小电流分辨率: 0.01 fA; 测量速度: 20000读数/秒; 负担电压: <20 μV; 显示: 4.3英寸彩色LCD; 接口: USB/LAN/GPIB; 支持电池供电,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/prd/generators-sources-power/source-measure-units/b2983b/B2983B-TRANSP-SHAD-05_1600x900.png,Keysight B2983B是一款高精度皮安表，具备0.01飞安电流分辨率和20000读数/秒测量速度，配备4.3英寸彩色LCD图形界面，支持趋势图和直方图显示，可选电池供电以消除交流线噪声干扰，适用于半导体和材料表征测量。,ok
802,Agilent,静电计,https://www.keysight.com/us/en/product/B2985B/electrometer.html,Keysight B2985B 静电计/高阻计,电流分辨率: 0.01 fA; 直流电压: 1000 V; 最大可测电阻: 10 PΩ; 读取速度: 20000读数/秒; 显示: 4.3英寸彩色LCD; 电荷测量: 支持; 接口: USB/LAN/GPIB,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/prd/generators-sources-power/source-measure-units/b2985b/B2985B-TRANSP-03_1600x900.png,Keysight B2985B是全球唯一具备图形显示的静电计，可测量极低电流（0.01 fA分辨率）和极高电阻（10 PΩ），内置1000V直流电压源，支持电荷测量，配备趋势图和直方图实时显示功能，广泛用于半导体器件漏电流测试和绝缘电阻测量。,ok
803,Agilent,静电计,https://www.keysight.com/us/en/product/B2987B/electrometer-high-resistance-meter.html,Keysight B2987B 静电计/高阻计（电池供电型）,电流分辨率: 0.01 fA; 直流电压: 1000 V; 最大可测电阻: 10 PΩ; 读取速度: 20000读数/秒; 电池供电: 支持; 电荷测量: 支持; 显示: 4.3英寸彩色LCD; 接口: USB/LAN/GPIB,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/prd/generators-sources-power/source-measure-units/b2987b/B2987B-TRANSP-12_1600x900.png,Keysight B2987B是B2985B的电池供电版本静电计，支持0.01 fA电流分辨率和10 PΩ高阻测量，电池供电可有效消除交流电源线噪声，提供更低噪声本底，配备实时噪声监测功能，适用于对噪声敏感的超低电流和高电阻测量应用。,ok
804,Agilent,频谱分析仪,https://www.keysight.com/us/en/product/E4408B/esa-l-basic-spectrum-analyzer.html,Keysight E4408B ESA-L 基础频谱分析仪,频率范围: 9 kHz~26.5 GHz; 幅度精度: 1.1 dB; 分辨率带宽: 100 Hz~5 MHz; 三阶截点: +7.5 dBm; 接口: GPIB; 50Ω跟踪源可选,https://www.keysight.com/content/dam/keysight/en/img/migrated/scene7/products/12/PROD-412935-01.png,Keysight E4408B是ESA-L系列入门级频谱分析仪，频率覆盖9 kHz至26.5 GHz，具备PowerSuite一键功率测量功能，支持8590系列代码兼容选件，坚固耐用设计配备电池组选件，适用于RF信号分析和频谱监测应用。,ok
805,Agilent,网络分析仪,https://www.keysight.com/us/en/product/E5062A/ena-l-rf-network-analyzer.html,Keysight E5062A ENA-L RF网络分析仪,频率范围: 300 kHz~3 GHz; 动态范围: 120 dB; 迹线噪声: 0.005 dB rms; 测试端口阻抗: 50/75Ω; 内置VBA编程; 接口: LAN/USB/GPIB,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/prd/scopes-analyzers-meters/networkanalyzer/ena/e5061b/E5061B_FT.png,Keysight E5062A是ENA-L系列RF网络分析仪，频率范围300 kHz至3 GHz，提供120 dB动态范围和0.005 dB rms迹线噪声，集成S参数测试组件，支持50和75欧姆配置，内置Visual Basic编程环境，适用于滤波器、放大器等RF元器件测试。,ok
806,Agilent,噪声系数分析仪,https://www.keysight.com/us/en/product/N8975A/noise-figure-analyzer-10-mhz-to-265-ghz.html,Keysight N8975A 噪声系数分析仪,频率范围: 10 MHz~26.5 GHz; 连接器: APC 3.5(m); 兼容噪声源: SNS系列(N4000A/N4001A/N4002A); 扩展频率: 可达110 GHz; 6种可选测量带宽; 接口: 双GPIB,https://www.keysight.com/content/dam/keysight/en/img/migrated/scene7/products/12/PROD-1000003591.epsg.pro-01.jpg,Keysight N8975A是一体化噪声系数分析仪，频率覆盖10 MHz至26.5 GHz，可同时测量噪声系数和增益，支持放大器和变频器件特性表征，配备专用第二GPIB接口用于本振控制，使用外部降频器可扩展至110 GHz，提供六种可选测量带宽。,ok
807,Aim-TTi,电子负载,https://www.aimtti.com/product-category/dc-electronic-loads,Aim-TTi LD400P 可编程直流电子负载,额定功率: 400 W; 电压范围: 0~80 V; 电流范围: 0~80 A; 工作模式: CC/CV/CR/CP; 接口: USB/RS-232/LAN/GPIB可选; 瞬态模式: 支持; 过压/过流/过温保护,,Aim-TTi LD400P是一款400W可编程直流电子负载，支持恒流、恒压、恒阻和恒功率四种工作模式，电压范围可达80V，电流可达80A，具备瞬态测试功能和可编程摆率控制，配备多种远程控制接口，适用于电源、电池等直流源的测试评估。,ok
808,AMI,磁铁电源,https://www.americanmagnetics.com/brochures/model430.pdf,AMI Model 430 磁铁电源编程器,电流编程精度: 0.1 mA步进; 标准四象限系统: 5~250 A; 双极电流: 100~500 A; 持续开关加热电流: 0~100 mA; 通信接口: 以太网/RS-232; 高稳定度选件: 磁通门,,AMI Model 430是美国磁学公司的数字化磁铁电源编程器，以0.1 mA步进精度控制超导磁铁系统，支持多轴磁铁系统控制实现虚拟磁场旋转，具备失超检测保护功能、持续电流开关控制和液氦液位监测，可选磁通门高稳定度系统将精度提升十倍以上。,ok
809,Anapico,信号发生器,https://www.anapico.com/products/signal-generators/apsin-series/,AnaPico APSIN12G 模拟信号发生器,频率范围: 9 kHz~12 GHz; 频率分辨率: 0.001 Hz; 输出功率: -20~+15 dBm; 调制: AM/FM/PM/脉冲; 接口: USB/LAN/GPIB可选; 超低相位噪声,,AnaPico APSIN12G是一款瑞士制造的高性能模拟信号发生器，频率覆盖9 kHz至12 GHz，以超低相位噪声和低杂散信号性能著称，支持AM/FM/PM和脉冲调制，具备快速频率切换能力，紧凑轻便设计，兼容SCPI命令协议，适用于接收机测试和器件表征。,ok
810,Andeen-Hagerling,电容电桥,https://www.andeen-hagerling.com/ah2500a.htm,Andeen-Hagerling AH2500A 超精密自动电容电桥,精度: 5 ppm (E选件3 ppm); 分辨率: 0.5 aF; 稳定性: <1 ppm/年; 温度系数: 0.03 ppm/°C; 测试频率: 1 kHz; 电容范围: 最大1.2 μF; 接口: IEEE-488/RS-232; 测量速度: <0.5秒全精度,https://www.andeen-hagerling.com/ah2500a.jpg,Andeen-Hagerling AH2500A被誉为世界上最精确的电容/损耗电桥，采用独特设计的比率变压器和温控熔融石英电容标准，提供0.5阿托法拉分辨率和5 ppm精度，支持三端BNC连接，全自动平衡，广泛用于各国计量院电容校准和科学研究领域。,ok
811,Anritsu,信号发生器,https://www.atecorp.com/products/anritsu/mg3692c,Anritsu MG3692C 微波信号发生器,频率范围: 2~20 GHz; 输出功率: +23 dBm@20 GHz; 相位噪声: -94 dBc/Hz@1 kHz偏移; 切换速度: 5 ms/点; 调制: AM/FM/PM; 连接器: 3.5 mm; 接口: GPIB/以太网,https://www.atecorp.com/getmedia/581b2684-eb04-46b8-a9d6-24e8f1f6fd94/anritsu-mg3690c_4.jpg,Anritsu MG3692C是MG3690C系列微波信号发生器，频率覆盖2至20 GHz，提供+23 dBm高输出功率，无需外部放大即可简化测试配置，具备超低相位噪声和快速频率切换特性，支持AM/FM/PM全套调制功能，适用于高频系统研发、微波器件测试和雷达信号模拟。,ok
812,Anritsu,频谱分析仪,https://www.atecorp.com/products/anritsu/ms2090a,Anritsu MS2090A Field Master Pro 便携式频谱分析仪,频率范围: 9 kHz~54 GHz; 分析带宽: 100 MHz; DANL: -164 dBm(带前放); 相位噪声: -110 dBc/Hz@100 kHz偏移; RBW: 1 Hz~10 MHz; 显示: 10.1英寸触摸屏; RTSA带宽: 最大110 MHz; 电池续航: >2小时,https://www.atecorp.com/getmedia/add20ee3-1a67-4fc9-975d-d74ef24d31b6/anritsu-field-master-pro-ms2090a_2.png,Anritsu MS2090A Field Master Pro是高性能便携式频谱分析仪，频率可达54 GHz，配备10.1英寸触摸屏，具备实时频谱分析和5G NR解调能力，分析带宽100 MHz，DANL达-164 dBm，支持干扰查找、频谱清理和卫星系统监测等应用。,ok
813,Anritsu,网络分析仪,https://www.anritsu.com/en-us/test-measurement/products/ms4640b-series,Anritsu MS4642B VectorStar 矢量网络分析仪,频率范围: 10 MHz~20 GHz; 动态范围: >135 dB; 端口数: 2端口; 可扩展至145 GHz; 接口: LAN/GPIB/USB; 噪声系数测量: 可选,https://www.axiomtest.com/documents/models/ANR%20MS4647B%20Datasheet.pdf,Anritsu MS4642B是VectorStar系列矢量网络分析仪，频率范围10 MHz至20 GHz，具备业界领先的动态范围、迹线噪声和温度稳定性，支持时域分析、噪声系数测量和脉冲测量，可通过毫米波模块扩展至145 GHz，适用于RF/微波器件S参数表征。,ok
814,Anritsu,网络分析仪,https://www.anritsu.com/en-us/test-measurement/products/ms4640b-series,Anritsu MS4644B VectorStar 矢量网络分析仪,频率范围: 10 MHz~40 GHz; 动态范围: >135 dB; 端口数: 2端口; 可扩展至145 GHz; 内置NI AWR设计环境; 接口: LAN/GPIB/USB,,Anritsu MS4644B是VectorStar系列矢量网络分析仪，频率范围10 MHz至40 GHz，提供超过135 dB动态范围和出色的测量稳定性，支持多端口扩展和毫米波模块，内置NI AWR设计环境软件，适用于5G/毫米波器件测试、信号完整性分析和片上晶圆测量。,ok
815,Anritsu,网络分析仪,https://www.anritsu.com/en-us/test-measurement/products/ms4640b-series,Anritsu MS4645B VectorStar 矢量网络分析仪,频率范围: 70 kHz~50 GHz; 动态范围: >135 dB; 端口数: 2端口; 可扩展至145 GHz; 精密AutoCal: 支持; 接口: LAN/GPIB/USB,,Anritsu MS4645B是VectorStar系列矢量网络分析仪，频率范围70 kHz至50 GHz，单次扫描覆盖全频段，具备业界领先的动态范围和测量精度，支持精密AutoCal校准技术，可选差分噪声系数测量功能，适用于宽带RF/微波器件表征和航空航天防务测试。,ok
816,Anritsu,网络分析仪,https://www.anritsu.com/en-us/test-measurement/products/ms4640b-series,Anritsu MS4647B VectorStar 矢量网络分析仪,频率范围: 10 MHz~70 GHz (可扩展至70 kHz); 动态范围: 135 dB; 最大输出功率: 10 dBm; 工作温度: 0~50°C; 可扩展至145 GHz; 24小时S21稳定性: 优异,,Anritsu MS4647B是VectorStar系列旗舰级矢量网络分析仪，频率范围10 MHz至70 GHz，低频扩展可达70 kHz，配合毫米波模块可覆盖至145 GHz，是唯一提供差分噪声系数选件的VNA，24小时S21稳定性卓越，适用于最高端的毫米波器件和材料测量。,ok
817,Anritsu,光谱分析仪,https://www.anritsu.com/en-us/test-measurement/products/ms9710c,Anritsu MS9710C 光谱分析仪,波长范围: 600~1750 nm; 波长精度: ±20 pm(1530~1570 nm); 波长分辨率: 50 pm; 动态范围: 42~70 dB; DWDM通道: 最多300个; 接口: GPIB,,Anritsu MS9710C是衍射光栅型光谱分析仪，波长覆盖600至1750 nm，具备出色的波长精度和宽动态范围，可测量最多300个DWDM通道的波长、功率和信噪比，支持LD/LED光谱测量和光纤放大器NF/增益测量，L波段性能经过优化增强。,ok
818,Anritsu,光谱分析仪,https://www.anritsu.com/en-US/test-measurement/products/ms9740a,Anritsu MS9740A 光谱分析仪,波长范围: 600~1750 nm; 波长精度: ±20 pm; 最小分辨率带宽: 30 pm; 动态范围: 60 dB; 灵敏度: -90 dBm; 扫描速度: 0.2 s/5 nm; 最大输入功率: +23 dBm; 接口: USB/LAN/GPIB,,Anritsu MS9740A是一体化光谱分析仪，波长范围600至1750 nm，具备30 pm最小分辨率带宽和-90 dBm接收灵敏度，扫描速度可达0.2秒/5nm，支持SFP/XFP/SFP+模块评测和VCSEL/DFB光源分析，可在一个屏幕上显示中心波长、功率、SMSR和OSNR等评估结果。,ok
819,BK Precision,直流电源,https://www.bkprecision.com/products/power-supplies/9130B,BK Precision 9130B 三路输出可编程直流电源,通道1/2: 0~30 V/0~3 A; 通道3: 0~5 V/0~3 A; 编程分辨率: 1 mV/1 mA; 调节方式: 线性; 接口: USB/RS-232/GPIB; 串并联模式: 支持; 存储: 36组设置,https://bkpmedia.s3.us-west-1.amazonaws.com/photos/9130B_front_lrg.jpg,BK Precision 9130B是三路输出可编程直流电源，提供两路0-30V/3A和一路0-5V/3A独立隔离输出，具备1 mV/1 mA高编程分辨率和低噪声线性调节，支持串联/并联/跟踪模式，配备USB/RS-232/GPIB远程接口和SCPI命令，适用于电子研发和生产测试。,ok
820,Danfysik,电磁铁电源,https://www.danfysik.com/en/products/power-supplies/system-8500,Danfysik System 8500 电流稳定高性能电源,电流范围: 40~20000 A; 电压: 最高2000 V; 功率: 1~1000 kW; 稳定性: 2~100 ppm; 型号: 854(线性)/855(可控硅)/859(开关); 通信: RS232/RS422/GPIB可选,https://www.danfysik.com/images/8500-header.jpg,Danfysik System 8500是电流稳定高性能电源系列，包含Model 854线性调节型（稳定性<0.2 ppm）、855可控硅型（100 ppm，可达20000 A）和859开关模式型（10 ppm，真四象限运行），专为加速器磁铁应用定制设计，广泛服务于科研和医疗加速器领域。,ok
821,Delta Elektronika,直流电源,https://www.electronicsdatasheets.com/manufacturers/delta-elektronika/parts/sm-7045-d,Delta Elektronika SM70-45D 可编程直流电源,输出电压: 0~70 V; 输出电流: 0~45 A; 输出功率: 3000 W; 接口: RS-232/以太网; 调节方式: 可编程; 产地: 欧洲,,Delta Elektronika SM70-45D是一款3000W可编程直流电源，输出电压0-70V，电流0-45A，由欧洲领先独立电源制造商Delta Elektronika生产，以稳健可靠和卓越性能著称，支持远程编程控制，适用于实验室和工业测试应用。,ok
822,Edwards,真空泵,https://www.edwardsvacuum.com/en-us/vacuum-pumps/our-products/dry-scroll-pumps/xds,Edwards nXDS 干式涡旋真空泵,抽速: 6~20 m³/h; 极限压力: 低至0.007 mbar; 噪音: 52 dB(A); 服务间隔: 最长5年; 电压: 100-240V自动选择; 通信: RS-232/RS-485; 防护等级: IP44,,Edwards nXDS系列是同级别中性能最佳的干式涡旋真空泵，抽速6-20 m³/h，具备更低极限压力、更低功耗和仅52 dB(A)的低噪声水平，所有轴承与真空空间完全隔离实现真正无油，内置智能控制器支持远程监控，最长5年免维护，广泛用于SEM和涡轮泵前级。,ok
823,Eurotest,高压直流电源,,Eurotest HPP-120-256 高压直流电源,型号: HPP-120-256; 类型: 高压直流电源,,Eurotest HPP-120-256是一款高压直流电源，适用于需要高电压输出的实验室和工业应用场景。该产品为小众专业设备，官方产品信息有限，建议联系制造商获取详细技术规格。,ok
824,F.W. Bell,高斯计,https://www.bergeng.com/product/5080.html,F.W. Bell 5080 手持式高斯计,精度: 1%; 带宽: DC~20 kHz; 量程: 300 G/3 kG/30 kG三档; 显示: 3¾位LCD; 单位: 高斯/特斯拉/安培/米; 模拟输出: ±3V满量程; 接口: RS-232; 供电: 两节9V电池,https://www.bergeng.com/graphics/00000001/gaussmeter2.jpg,F.W. Bell 5080是5000系列霍尔效应便携式高斯计，具备独有的动态探头校正技术，精度1%，频率带宽DC至20 kHz，三档量程覆盖300 G至30 kG，支持高斯/特斯拉/安培每米三种读数单位，配备自动调零、极值保持和自动量程功能，含分离式横向探头和零高斯室。,ok
825,Hewlett-Packard,信号发生器,https://www.keysight.com/us/en/product/33120A/function---arbitrary-waveform-generator-15-mhz.html,HP 33120A 函数/任意波形发生器,正弦/方波: 最高15 MHz; 三角/锯齿波: 最高100 kHz; 任意波形: 12位/40 MSa/s/16000点; 输出幅度: 100 mVpp~10 Vpp(50Ω); 调制: AM/FM/FSK/突发; 接口: GPIB/RS-232,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/migrated/scene7/products/gm/PROD-1000001289.epsg.pro-01.jpg,HP 33120A是15 MHz函数/任意波形发生器，提供正弦、方波、三角波、锯齿波、噪声和直流等标准波形，配备12位40 MSa/s任意波形功能和16000点存储深度，支持AM/FM/FSK调制和线性/对数扫频，具备GPIB和RS-232双接口，是经典的通用信号源。,ok
826,Hewlett-Packard,数字万用表,https://www.keysight.com/us/en/product/34401A/digital-multimeter-6-digit.html,HP 34401A 6½位数字万用表,分辨率: 6½位; 直流精度: 0.0035%; 交流精度: 0.06%; 测量速度: 1000读数/秒; 功能: DC/ACV、DC/ACI、2/4线电阻、频率、周期、二极管、通断; 存储: 512读数; 接口: GPIB/RS-232,,HP 34401A是业界最广泛使用的6½位数字万用表之一，具备10种测量功能，直流电压精度0.0035%，最高1000读数/秒直接传输至GPIB，兼容三种命令语言（SCPI、HP 3478A、Fluke 8840A），集台式和系统应用于一身，是实验室和自动测试系统的标配仪器。,ok
827,Hewlett-Packard,系统电压表,https://www.keysight.com/us/en/product/3437A/35-digit-system-voltmeter.html,HP 3437A 系统电压表,分辨率: 3½位; 输入量程: ±100 mV/±1 V/±10 V; 采样速率: 最高5700采样/秒; 精度: 0.03%+2字(1V量程); 建立时间: 1.5 μs; 触发延迟: 100 ns~1 s; 接口: HP-IB(GPIB),,HP 3437A是微处理器控制的3½位高速系统电压表，采用逐次逼近型ADC和采样保持电路，最高可达5700采样/秒，1V阶跃输入建立时间仅1.5微秒，支持触发延迟和突发读数模式，输出格式可选ASCII或二进制，专为高速系统测量应用设计。,ok
828,Hewlett-Packard,数字万用表,https://www.keysight.com/us/en/product/3478A/55-digit-dmm-with-hpib-interface.html,HP 3478A 5½位数字万用表,分辨率: 3½~5½位可选; 功能: DCV/真有效值ACV/2线4线电阻/DCI/ACI; 最高分辨率: 100 nV(DC); 读取速度: 最高90读数/秒; ACV带宽: 300 kHz; 接口: HP-IB(GPIB); 电子校准,,HP 3478A是低成本全功能系统数字万用表，提供3½至5½位可选分辨率和5种自动量程测量功能，5½位模式下可达100 nV直流分辨率，真有效值交流测量带宽300 kHz，支持电子校准无需开盖调整，具备前后面板输入切换和HP-IB远程控制功能。,ok
829,Hewlett-Packard,频谱分析仪,https://www.keysight.com/us/en/product/8560E/portable-spectrum-analyzer-30-hz-to-29-ghz.html,HP 8560A 便携式频谱分析仪,频率范围: 50 Hz~2.9 GHz; 数字分辨率带宽: 10/30/100 Hz; 计数器分辨率: 10 Hz~1 MHz; 工作温度: -10~55°C; 抗冲击: 30 g; 军标: MIL-T-28800C; 接口: GPIB,https://www.keysight.com/content/dam/keysight/en/img/migrated/scene7/products/12/PROD-1000002087.epsg.pro-01,HP 8560A是HP最高性能便携式频谱分析仪之一，频率覆盖50 Hz至2.9 GHz，采用合成调谐技术，具备10/30/100 Hz数字分辨率带宽，扫描速度比传统模拟带宽快20倍，符合MIL-T-28800C军用标准，可在-10至55°C环境下正常工作并承受30g冲击。,ok
830,Hewlett-Packard,频谱分析仪,https://www.keysight.com/us/en/product/8560E/portable-spectrum-analyzer-30-hz-to-29-ghz.html,HP 8561B 便携式频谱分析仪,频率范围: 30 Hz~6.5 GHz; 分辨率带宽: 10 Hz~3 MHz; DANL: -110~-134 dBm; 相位噪声: -100 dBc/Hz@10 kHz偏移; 幅度精度: ±1.5 dB; 输入阻抗: 50Ω; 接口: GPIB,,HP 8561B是8560系列便携式频谱分析仪，频率范围30 Hz至6.5 GHz，具备数字10/30/100 Hz分辨率带宽和100 dB校准测量范围，相位噪声典型值-100 dBc/Hz@10 kHz偏移，满足MIL-T-28800C军用坚固性要求，可选内置跟踪源，适用于现场和实验室RF测量。,ok
831,Hewlett-Packard,信号发生器,https://www.keysight.com/us/en/product/8657B/synthesized-signal-generator-100-khz-to-2060-mhz.html,HP 8657B 合成信号发生器,频率范围: 100 kHz~2060 MHz; 频率切换速度: <35 ms; 输出功率: +13~-143.5 dBm; 电平精度: ±1 dB; 调制: AM/FM/脉冲(选件003); 接口: GPIB,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/migrated/scene7/products/15/PROD-1000002203.epsg.pro-01,HP 8657B是多功能合成信号发生器，频率覆盖100 kHz至2060 MHz，输出范围宽达+13至-143.5 dBm并具备±1 dB电平精度，支持AM/FM同时调制和混合调制组合，可选脉冲调制和载波相位调节功能，低残余FM和优异相位噪声性能使其成为通道内接收机测试的理想选择。,ok
832,Hewlett-Packard,网络分析仪,https://www.keysight.com/us/en/product/8753E/rf-network-analyzer-30-khz-to-3-or-6-ghz.html,HP 8753E RF矢量网络分析仪,频率范围: 30 kHz~3/6 GHz; 动态范围: 110 dB(3 GHz)/105 dB(6 GHz); 源功率: -85~+10 dBm; 频率分辨率: 1 Hz; 集成S参数测试组件; 接口: GPIB,https://keysight-h.assetsadobe.com/is/image/content/dam/keysight/en/img/migrated/scene7/products/wn/PROD-1000002294.epsg.pro-01,HP 8753E是RF矢量网络分析仪，频率范围30 kHz至3或6 GHz（选件006），集成S参数测试组件支持完整正反向测量，动态范围达110 dB，测量和数据传输速度比前代提升7倍，支持同时显示四个S参数，适用于滤波器、双工器、放大器等有源和无源RF器件表征。,ok
